,ds_type,noise_levels,n_samples,k_folds,pramter,TRE,TESTE,E_DIFF,data
85,circles,0.1,1000,5,1000,0.8622222222222222,0.84,0.022222222222222254,"           x2        y2 levels predict_levels str_levels str_predict_levels
500  0.969037  0.156048      0              0          0                  0
501  0.008262  0.684293      1              1          1                  1
502  0.045927  0.738845      1              1          1                  1
503  0.204904  1.074827      0              0          0                  0
504  0.605068  0.094653      0              1          0                  1
..        ...       ...    ...            ...        ...                ...
595  0.886764  0.173570      0              0          0                  0
596  0.219646  0.429190      1              1          1                  1
597  0.466771  0.059801      1              1          1                  1
598  0.456280  0.720444      0              0          0                  0
599  0.896998  0.189180      0              0          0                  0

[100 rows x 6 columns]"
86,circles,0.1,1000,6,1000,0.8622222222222222,0.83,0.03222222222222226,"           x2        y2 levels predict_levels str_levels str_predict_levels
600  0.571298  0.029279      0              1          0                  1
601  0.475551  0.379771      1              0          1                  0
602  0.523676  0.016645      0              1          0                  1
603  0.445660  0.085584      1              1          1                  1
604  0.185954  0.502877      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
695  0.348570  0.216249      1              1          1                  1
696  0.861666  0.169949      0              0          0                  0
697  0.444839  0.678440      0              0          0                  0
698  0.618885  0.003642      0              1          0                  1
699  0.308688  0.673550      0              0          0                  0

[100 rows x 6 columns]"
87,circles,0.1,1000,7,1000,0.8555555555555555,0.87,-0.014444444444444482,"           x2        y2 levels predict_levels str_levels str_predict_levels
700  0.254792  0.313041      1              1          1                  1
701  0.939711  0.027885      0              0          0                  0
702  0.067090  1.063414      0              0          0                  0
703  0.172309  0.684737      1              0          1                  0
704  0.403620  0.172716      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
795  0.669460  0.280891      0              0          0                  0
796  0.423910  0.319078      1              1          1                  1
797  0.405054  0.338954      1              1          1                  1
798  0.037449  0.494012      1              1          1                  1
799  0.539445  0.053805      1              1          1                  1

[100 rows x 6 columns]"
88,circles,0.1,1000,8,1000,0.8577777777777778,0.88,-0.022222222222222254,"           x2        y2 levels predict_levels str_levels str_predict_levels
800  0.546844  0.520282      0              0          0                  0
801  0.011143  1.037680      0              0          0                  0
802  0.253616  0.586541      0              0          0                  0
803  0.229848  0.621245      1              0          1                  0
804  0.838411  0.082552      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
895  0.033498  0.615091      1              1          1                  1
896  0.595681  0.000952      1              1          1                  1
897  0.250158  0.222182      1              1          1                  1
898  0.663477  0.542963      0              0          0                  0
899  0.155017  0.756020      0              0          0                  0

[100 rows x 6 columns]"
89,circles,0.1,1000,9,1000,0.8588888888888889,0.87,-0.011111111111111072,"           x2        y2 levels predict_levels str_levels str_predict_levels
900  0.565741  0.022968      1              1          1                  1
901  1.001387  0.006091      0              0          0                  0
902  0.633165  0.099993      1              1          1                  1
903  0.039852  0.502449      1              1          1                  1
904  0.038611  0.708383      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
995  0.918275  0.012598      0              0          0                  0
996  0.398919  0.343283      1              1          1                  1
997  0.419951  0.290834      1              1          1                  1
998  0.089754  0.522122      1              1          1                  1
999  0.023261  0.490578      1              1          1                  1

[100 rows x 6 columns]"
90,circles,0.1,10000,0,1000,0.8383333333333334,0.857,-0.01866666666666661,"           x2        y2 levels predict_levels str_levels str_predict_levels
0    0.890359  0.290256      0              0          0                  0
1    0.061813  0.593015      1              1          1                  1
2    0.609083  0.380306      0              0          0                  0
3    0.354856  0.451769      0              1          0                  1
4    0.932185  0.215243      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
995  0.918275  0.012598      0              0          0                  0
996  0.398919  0.343283      1              1          1                  1
997  0.419951  0.290834      1              1          1                  1
998  0.089754  0.522122      1              1          1                  1
999  0.023261  0.490578      1              1          1                  1

[1000 rows x 6 columns]"
91,circles,0.1,10000,1,1000,0.8402222222222222,0.832,0.008222222222222242,"            x2        y2 levels predict_levels str_levels str_predict_levels
1000  0.750331  0.147068      1              0          1                  0
1001  0.288524  0.146158      1              1          1                  1
1002  0.414274  0.193240      1              1          1                  1
1003  0.461724  0.900844      0              0          0                  0
1004  1.241240  0.092952      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
1995  0.435539  0.291457      1              1          1                  1
1996  0.633491  0.188426      1              1          1                  1
1997  0.156735  0.689429      0              0          0                  0
1998  0.415177  0.261711      1              1          1                  1
1999  1.117596  0.003072      0              0          0                  0

[1000 rows x 6 columns]"
92,circles,0.1,10000,2,1000,0.8381111111111111,0.856,-0.017888888888888843,"            x2        y2 levels predict_levels str_levels str_predict_levels
2000  0.184475  0.629105      0              1          0                  1
2001  1.044022  0.006640      0              0          0                  0
2002  1.057254  0.026645      0              0          0                  0
2003  0.133437  0.604666      1              1          1                  1
2004  0.097228  0.437996      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
2995  0.005359  0.769348      1              1          1                  1
2996  0.889650  0.040170      0              0          0                  0
2997  0.276332  0.962921      0              0          0                  0
2998  0.649714  0.096494      1              1          1                  1
2999  0.397082  0.030295      1              1          1                  1

[1000 rows x 6 columns]"
93,circles,0.1,10000,3,1000,0.8407777777777777,0.827,0.013777777777777778,"            x2        y2 levels predict_levels str_levels str_predict_levels
3000  0.688519  0.418056      0              0          0                  0
3001  0.301834  0.512829      0              1          0                  1
3002  0.163709  0.774490      0              0          0                  0
3003  0.389587  0.316227      0              1          0                  1
3004  0.750603  0.140865      1              0          1                  0
...        ...       ...    ...            ...        ...                ...
3995  0.153155  0.726200      0              0          0                  0
3996  0.047091  1.105765      0              0          0                  0
3997  0.013865  1.077735      0              0          0                  0
3998  0.386778  0.265813      1              1          1                  1
3999  0.843340  0.155184      0              0          0                  0

[1000 rows x 6 columns]"
94,circles,0.1,10000,4,1000,0.8414444444444444,0.816,0.02544444444444449,"            x2        y2 levels predict_levels str_levels str_predict_levels
4000  0.044838  0.918669      0              0          0                  0
4001  0.013263  0.724332      1              1          1                  1
4002  0.583192  0.292672      1              0          1                  0
4003  0.059464  0.652138      1              1          1                  1
4004  0.544968  0.081311      0              1          0                  1
...        ...       ...    ...            ...        ...                ...
4995  0.240822  0.808772      0              0          0                  0
4996  0.385657  0.551268      0              0          0                  0
4997  0.836871  0.206014      0              0          0                  0
4998  0.718923  0.264650      0              0          0                  0
4999  0.227209  0.649646      1              0          1                  0

[1000 rows x 6 columns]"
95,circles,0.1,10000,5,1000,0.8381111111111111,0.85,-0.011888888888888838,"            x2        y2 levels predict_levels str_levels str_predict_levels
5000  0.994531  0.170020      0              0          0                  0
5001  0.053931  1.070708      0              0          0                  0
5002  0.554384  0.807467      0              0          0                  0
5003  0.716100  0.111775      1              0          1                  0
5004  1.278501  0.135871      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
5995  0.257566  0.261193      1              1          1                  1
5996  0.314576  0.638584      0              0          0                  0
5997  0.052701  0.527760      1              1          1                  1
5998  0.001136  0.393267      1              1          1                  1
5999  0.004440  0.894196      0              0          0                  0

[1000 rows x 6 columns]"
96,circles,0.1,10000,6,1000,0.8405555555555555,0.834,0.006555555555555537,"            x2        y2 levels predict_levels str_levels str_predict_levels
6000  0.169369  0.390134      1              1          1                  1
6001  0.766491  0.105704      1              0          1                  0
6002  0.272555  0.613763      1              0          1                  0
6003  0.325899  0.179900      1              1          1                  1
6004  0.184016  0.410286      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
6995  0.052193  0.623107      1              1          1                  1
6996  0.761117  0.229726      0              0          0                  0
6997  0.215615  0.267166      1              1          1                  1
6998  0.056001  0.557626      1              1          1                  1
6999  0.007089  0.396341      1              1          1                  1

[1000 rows x 6 columns]"
97,circles,0.1,10000,7,1000,0.838,0.849,-0.01100000000000001,"            x2        y2 levels predict_levels str_levels str_predict_levels
7000  0.679686  0.368361      0              0          0                  0
7001  0.808646  0.001928      1              1          1                  1
7002  0.409161  0.730879      0              0          0                  0
7003  0.197640  0.504942      1              1          1                  1
7004  0.872101  0.385391      0              0          0                  0
...        ...       ...    ...            ...        ...                ...
7995  0.088467  0.605701      1              1          1                  1
7996  0.102903  0.829181      0              0          0                  0
7997  0.269182  0.419719      1              1          1                  1
7998  0.055613  0.699429      1              1          1                  1
7999  0.588229  0.254790      0              0          0                  0

[1000 rows x 6 columns]"
98,circles,0.1,10000,8,1000,0.8398888888888889,0.834,0.0058888888888889435,"            x2        y2 levels predict_levels str_levels str_predict_levels
8000  0.625615  0.284010      0              0          0                  0
8001  1.314997  0.034736      0              0          0                  0
8002  0.082830  0.229574      1              1          1                  1
8003  0.345527  0.459948      1              1          1                  1
8004  0.011428  0.728548      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
8995  0.261982  0.346748      1              1          1                  1
8996  0.113013  0.527927      1              1          1                  1
8997  0.026247  1.005476      0              0          0                  0
8998  0.365269  0.449836      0              1          0                  1
8999  0.378445  0.076176      1              1          1                  1

[1000 rows x 6 columns]"
99,circles,0.1,10000,9,1000,0.8392222222222222,0.841,-0.001777777777777767,"            x2        y2 levels predict_levels str_levels str_predict_levels
9000  0.144836  0.674726      0              1          0                  1
9001  0.607309  0.159231      1              1          1                  1
9002  0.712763  0.004288      1              1          1                  1
9003  0.680401  0.103703      0              1          0                  1
9004  0.127686  0.361266      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
9995  0.610165  0.648851      0              0          0                  0
9996  0.033449  0.496209      1              1          1                  1
9997  0.570235  0.026989      1              1          1                  1
9998  0.004156  0.400502      1              1          1                  1
9999  0.655736  0.408488      0              0          0                  0

[1000 rows x 6 columns]"
100,circles,0.2,10,0,1000,0.7777777777777778,0.0,0.7777777777777778,"         x2        y2 levels predict_levels str_levels str_predict_levels
0  0.015105  1.011311      1              0          1                  0"
101,circles,0.2,10,1,1000,0.6666666666666666,0.0,0.6666666666666666,"         x2        y2 levels predict_levels str_levels str_predict_levels
1  0.958028  0.188646      1              0          1                  0"
102,circles,0.2,10,2,1000,0.6666666666666666,0.0,0.6666666666666666,"         x2        y2 levels predict_levels str_levels str_predict_levels
2  0.590913  1.178922      0              1          0                  1"
103,circles,0.2,10,3,1000,0.7777777777777778,0.0,0.7777777777777778,"         x2        y2 levels predict_levels str_levels str_predict_levels
3  0.896548  0.238381      0              1          0                  1"
104,circles,0.2,10,4,1000,0.4444444444444444,1.0,-0.5555555555555556,"         x2        y2 levels predict_levels str_levels str_predict_levels
4  0.026163  0.384711      1              1          1                  1"
105,circles,0.2,10,5,1000,0.7777777777777778,0.0,0.7777777777777778,"         x2        y2 levels predict_levels str_levels str_predict_levels
5  1.091091  0.070777      1              0          1                  0"
106,circles,0.2,10,6,1000,0.7777777777777778,0.0,0.7777777777777778,"         x2        y2 levels predict_levels str_levels str_predict_levels
6  0.703386  0.059919      0              1          0                  1"
107,circles,0.2,10,7,1000,0.5555555555555556,1.0,-0.4444444444444444,"         x2        y2 levels predict_levels str_levels str_predict_levels
7  0.227574  0.321529      1              1          1                  1"
108,circles,0.2,10,8,1000,0.5555555555555556,1.0,-0.4444444444444444,"         x2       y2 levels predict_levels str_levels str_predict_levels
8  0.182617  0.01349      1              1          1                  1"
109,circles,0.2,10,9,1000,0.5555555555555556,0.0,0.5555555555555556,"         x2        y2 levels predict_levels str_levels str_predict_levels
9  0.170116  0.470348      0              1          0                  1"
110,circles,0.2,50,0,1000,0.6444444444444445,0.8,-0.15555555555555556,"         x2        y2 levels predict_levels str_levels str_predict_levels
0  0.015105  1.011311      1              1          1                  1
1  0.958028  0.188646      1              0          1                  0
2  0.590913  1.178922      0              0          0                  0
3  0.896548  0.238381      0              0          0                  0
4  0.026163  0.384711      1              1          1                  1"
111,circles,0.2,50,1,1000,0.6888888888888889,0.4,0.28888888888888886,"         x2        y2 levels predict_levels str_levels str_predict_levels
5  1.091091  0.070777      1              0          1                  0
6  0.703386  0.059919      0              1          0                  1
7  0.227574  0.321529      1              1          1                  1
8  0.182617  0.013490      1              1          1                  1
9  0.170116  0.470348      0              1          0                  1"
112,circles,0.2,50,2,1000,0.6888888888888889,0.6,0.0888888888888889,"          x2        y2 levels predict_levels str_levels str_predict_levels
10  0.522245  0.118262      1              1          1                  1
11  0.230698  0.050212      0              1          0                  1
12  0.374215  0.727220      0              1          0                  1
13  0.543881  0.055008      1              1          1                  1
14  0.223338  0.169183      1              1          1                  1"
113,circles,0.2,50,3,1000,0.6888888888888889,0.6,0.0888888888888889,"          x2        y2 levels predict_levels str_levels str_predict_levels
15  0.049119  0.750160      1              1          1                  1
16  0.001370  0.316898      1              1          1                  1
17  0.000522  1.688797      1              0          1                  0
18  0.207864  0.162004      0              1          0                  1
19  0.661187  0.165026      1              1          1                  1"
114,circles,0.2,50,4,1000,0.6666666666666666,0.4,0.2666666666666666,"          x2        y2 levels predict_levels str_levels str_predict_levels
20  0.065139  1.060067      0              1          0                  1
21  0.005581  0.981035      1              1          1                  1
22  0.005084  0.636633      1              1          1                  1
23  0.890425  0.044084      1              0          1                  0
24  1.044076  0.494126      1              0          1                  0"
115,circles,0.2,50,5,1000,0.6666666666666666,0.4,0.2666666666666666,"          x2        y2 levels predict_levels str_levels str_predict_levels
25  0.107423  0.790877      0              1          0                  1
26  0.718495  0.034929      1              1          1                  1
27  0.884812  0.142667      0              0          0                  0
28  0.318068  0.150628      0              1          0                  1
29  0.597060  0.115128      0              1          0                  1"
116,circles,0.2,50,6,1000,0.6444444444444445,0.6,0.04444444444444451,"          x2        y2 levels predict_levels str_levels str_predict_levels
30  0.606143  1.041304      0              0          0                  0
31  1.156712  0.006784      0              0          0                  0
32  0.678587  0.554025      0              1          0                  1
33  0.696178  0.712401      0              0          0                  0
34  0.013322  0.902898      0              1          0                  1"
117,circles,0.2,50,7,1000,0.6666666666666666,0.6,0.06666666666666665,"          x2        y2 levels predict_levels str_levels str_predict_levels
35  0.024079  0.502573      0              1          0                  1
36  0.127530  0.544481      1              1          1                  1
37  0.018862  1.519531      1              0          1                  0
38  0.054889  0.441842      1              1          1                  1
39  0.071504  0.416143      1              1          1                  1"
118,circles,0.2,50,8,1000,0.6444444444444445,0.6,0.04444444444444451,"          x2        y2 levels predict_levels str_levels str_predict_levels
40  0.892111  0.764937      0              0          0                  0
41  0.940743  0.096119      0              0          0                  0
42  0.034447  0.633778      1              1          1                  1
43  0.921040  0.001418      1              0          1                  0
44  0.670147  0.167958      1              0          1                  0"
119,circles,0.2,50,9,1000,0.6,1.0,-0.4,"          x2        y2 levels predict_levels str_levels str_predict_levels
45  0.849784  0.011754      0              0          0                  0
46  0.019139  0.138468      1              1          1                  1
47  0.907748  0.195057      0              0          0                  0
48  0.370156  0.459361      1              1          1                  1
49  0.303223  0.361673      1              1          1                  1"
120,circles,0.2,100,0,1000,0.7111111111111111,0.6,0.11111111111111116,"         x2        y2 levels predict_levels str_levels str_predict_levels
0  0.015105  1.011311      1              1          1                  1
1  0.958028  0.188646      1              0          1                  0
2  0.590913  1.178922      0              0          0                  0
3  0.896548  0.238381      0              0          0                  0
4  0.026163  0.384711      1              1          1                  1
5  1.091091  0.070777      1              0          1                  0
6  0.703386  0.059919      0              1          0                  1
7  0.227574  0.321529      1              1          1                  1
8  0.182617  0.013490      1              1          1                  1
9  0.170116  0.470348      0              1          0                  1"
121,circles,0.2,100,1,1000,0.7,0.7,0.0,"          x2        y2 levels predict_levels str_levels str_predict_levels
10  0.522245  0.118262      1              1          1                  1
11  0.230698  0.050212      0              1          0                  1
12  0.374215  0.727220      0              0          0                  0
13  0.543881  0.055008      1              1          1                  1
14  0.223338  0.169183      1              1          1                  1
15  0.049119  0.750160      1              1          1                  1
16  0.001370  0.316898      1              1          1                  1
17  0.000522  1.688797      1              0          1                  0
18  0.207864  0.162004      0              1          0                  1
19  0.661187  0.165026      1              1          1                  1"
122,circles,0.2,100,2,1000,0.7333333333333333,0.5,0.23333333333333328,"          x2        y2 levels predict_levels str_levels str_predict_levels
20  0.065139  1.060067      0              0          0                  0
21  0.005581  0.981035      1              1          1                  1
22  0.005084  0.636633      1              1          1                  1
23  0.890425  0.044084      1              0          1                  0
24  1.044076  0.494126      1              0          1                  0
25  0.107423  0.790877      0              1          0                  1
26  0.718495  0.034929      1              1          1                  1
27  0.884812  0.142667      0              0          0                  0
28  0.318068  0.150628      0              1          0                  1
29  0.597060  0.115128      0              1          0                  1"
123,circles,0.2,100,3,1000,0.7,0.7,0.0,"          x2        y2 levels predict_levels str_levels str_predict_levels
30  0.606143  1.041304      0              0          0                  0
31  1.156712  0.006784      0              0          0                  0
32  0.678587  0.554025      0              0          0                  0
33  0.696178  0.712401      0              0          0                  0
34  0.013322  0.902898      0              1          0                  1
35  0.024079  0.502573      0              1          0                  1
36  0.127530  0.544481      1              1          1                  1
37  0.018862  1.519531      1              0          1                  0
38  0.054889  0.441842      1              1          1                  1
39  0.071504  0.416143      1              1          1                  1"
124,circles,0.2,100,4,1000,0.6777777777777778,0.9,-0.2222222222222222,"          x2        y2 levels predict_levels str_levels str_predict_levels
40  0.892111  0.764937      0              0          0                  0
41  0.940743  0.096119      0              0          0                  0
42  0.034447  0.633778      1              1          1                  1
43  0.921040  0.001418      1              0          1                  0
44  0.670147  0.167958      1              1          1                  1
45  0.849784  0.011754      0              0          0                  0
46  0.019139  0.138468      1              1          1                  1
47  0.907748  0.195057      0              0          0                  0
48  0.370156  0.459361      1              1          1                  1
49  0.303223  0.361673      1              1          1                  1"
125,circles,0.2,100,5,1000,0.6888888888888889,0.8,-0.11111111111111116,"          x2        y2 levels predict_levels str_levels str_predict_levels
50  0.368542  0.007774      1              1          1                  1
51  0.009446  0.149224      1              1          1                  1
52  0.939705  0.000559      1              0          1                  0
53  0.786917  0.376928      0              0          0                  0
54  0.206371  0.038387      1              1          1                  1
55  0.072097  1.938196      0              0          0                  0
56  0.582345  0.110111      1              1          1                  1
57  0.508333  0.163715      0              1          0                  1
58  0.209015  0.513301      1              1          1                  1
59  0.356387  0.059187      1              1          1                  1"
126,circles,0.2,100,6,1000,0.7,0.7,0.0,"          x2        y2 levels predict_levels str_levels str_predict_levels
60  0.477536  0.234282      1              1          1                  1
61  0.009131  0.514646      1              1          1                  1
62  0.259968  1.082474      1              0          1                  0
63  0.010118  1.166106      0              0          0                  0
64  0.010506  0.437743      1              1          1                  1
65  0.897676  0.378729      0              0          0                  0
66  0.731805  0.001244      0              1          0                  1
67  0.797134  0.000003      0              1          0                  1
68  0.014733  0.468941      1              1          1                  1
69  1.112662  0.004465      0              0          0                  0"
127,circles,0.2,100,7,1000,0.7,0.8,-0.10000000000000009,"          x2        y2 levels predict_levels str_levels str_predict_levels
70  0.241695  0.006555      1              1          1                  1
71  1.148258  0.060528      0              0          0                  0
72  0.080163  1.684717      0              0          0                  0
73  0.066071  1.270570      1              0          1                  0
74  0.722434  0.891059      0              0          0                  0
75  0.242427  1.886082      0              0          0                  0
76  0.747754  0.491587      0              0          0                  0
77  0.572495  0.006968      1              1          1                  1
78  0.091474  0.544936      0              1          0                  1
79  0.212101  1.697238      0              0          0                  0"
128,circles,0.2,100,8,1000,0.6888888888888889,0.9,-0.21111111111111114,"          x2        y2 levels predict_levels str_levels str_predict_levels
80  0.376577  0.044847      1              1          1                  1
81  0.261041  0.436570      1              1          1                  1
82  0.220666  0.941347      0              0          0                  0
83  0.198046  0.740730      1              1          1                  1
84  0.179361  0.516488      1              1          1                  1
85  0.029496  0.921059      0              1          0                  1
86  0.122220  0.684775      1              1          1                  1
87  0.430821  0.135963      1              1          1                  1
88  1.271450  0.448148      0              0          0                  0
89  0.022664  1.274692      0              0          0                  0"
129,circles,0.2,100,9,1000,0.7111111111111111,0.4,0.3111111111111111,"          x2        y2 levels predict_levels str_levels str_predict_levels
90  0.583346  0.514734      0              0          0                  0
91  0.404786  0.419272      0              1          0                  1
92  0.138513  0.542625      0              1          0                  1
93  0.215639  0.405924      0              1          0                  1
94  0.061638  0.421867      1              1          1                  1
95  0.966262  0.314550      0              0          0                  0
96  0.646782  0.158976      1              1          1                  1
97  0.857215  0.215321      1              0          1                  0
98  0.820405  0.007881      1              0          1                  0
99  0.459594  0.096767      0              1          0                  1"
130,circles,0.2,1000,0,1000,0.6833333333333333,0.71,-0.026666666666666616,"          x2        y2 levels predict_levels str_levels str_predict_levels
0   0.015105  1.011311      1              0          1                  0
1   0.958028  0.188646      1              0          1                  0
2   0.590913  1.178922      0              0          0                  0
3   0.896548  0.238381      0              0          0                  0
4   0.026163  0.384711      1              1          1                  1
..       ...       ...    ...            ...        ...                ...
95  0.966262  0.314550      0              0          0                  0
96  0.646782  0.158976      1              1          1                  1
97  0.857215  0.215321      1              0          1                  0
98  0.820405  0.007881      1              1          1                  1
99  0.459594  0.096767      0              1          0                  1

[100 rows x 6 columns]"
131,circles,0.2,1000,1,1000,0.6833333333333333,0.62,0.06333333333333335,"           x2        y2 levels predict_levels str_levels str_predict_levels
100  1.012711  0.034860      1              0          1                  0
101  0.028557  1.033664      0              0          0                  0
102  0.791313  0.187016      0              0          0                  0
103  0.888293  0.133040      1              0          1                  0
104  0.846238  0.532949      1              0          1                  0
..        ...       ...    ...            ...        ...                ...
195  0.005704  0.657905      1              1          1                  1
196  0.080460  0.424042      1              1          1                  1
197  1.436880  0.001626      0              0          0                  0
198  0.393138  0.407358      0              1          0                  1
199  1.150562  0.150417      1              0          1                  0

[100 rows x 6 columns]"
132,circles,0.2,1000,2,1000,0.6766666666666666,0.69,-0.013333333333333308,"           x2        y2 levels predict_levels str_levels str_predict_levels
200  0.913967  0.161936      0              0          0                  0
201  0.292121  0.147383      1              1          1                  1
202  0.487202  0.321935      0              1          0                  1
203  0.026081  1.168401      0              0          0                  0
204  0.111444  0.619677      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
295  0.000236  0.490359      0              1          0                  1
296  0.041628  0.427381      0              1          0                  1
297  0.005506  0.645241      1              1          1                  1
298  0.001988  0.495077      1              1          1                  1
299  0.448717  0.615250      0              0          0                  0

[100 rows x 6 columns]"
133,circles,0.2,1000,3,1000,0.6722222222222223,0.74,-0.06777777777777771,"           x2        y2 levels predict_levels str_levels str_predict_levels
300  0.509662  0.980640      0              0          0                  0
301  1.119314  0.018561      0              0          0                  0
302  0.812420  0.777533      0              0          0                  0
303  0.174244  0.727963      0              1          0                  1
304  0.063646  0.994642      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
395  0.243296  0.328023      1              1          1                  1
396  1.572333  0.099971      0              0          0                  0
397  0.000185  1.173514      0              0          0                  0
398  0.253881  0.334879      1              1          1                  1
399  0.323338  0.399743      1              1          1                  1

[100 rows x 6 columns]"
134,circles,0.2,1000,4,1000,0.6688888888888889,0.69,-0.02111111111111108,"           x2        y2 levels predict_levels str_levels str_predict_levels
400  0.593528  0.051943      1              1          1                  1
401  0.303502  0.271374      1              1          1                  1
402  1.714439  0.042600      0              0          0                  0
403  0.270420  0.542493      1              1          1                  1
404  0.366626  0.099806      0              1          0                  1
..        ...       ...    ...            ...        ...                ...
495  0.937816  0.017232      1              0          1                  0
496  0.898153  0.068982      0              0          0                  0
497  0.074518  0.473578      1              1          1                  1
498  0.504384  0.173182      0              1          0                  1
499  2.030073  0.129685      0              0          0                  0

[100 rows x 6 columns]"
135,circles,0.2,1000,5,1000,0.6677777777777778,0.69,-0.022222222222222143,"           x2        y2 levels predict_levels str_levels str_predict_levels
500  0.171785  0.423538      1              1          1                  1
501  0.549198  0.941078      1              0          1                  0
502  0.008530  0.469409      1              1          1                  1
503  0.186754  0.044660      1              1          1                  1
504  0.212995  0.252415      0              1          0                  1
..        ...       ...    ...            ...        ...                ...
595  0.467306  0.122301      1              1          1                  1
596  0.025823  0.842582      0              1          0                  1
597  0.124405  0.511811      1              1          1                  1
598  0.721133  0.177621      1              1          1                  1
599  1.105963  0.167231      0              0          0                  0

[100 rows x 6 columns]"
136,circles,0.2,1000,6,1000,0.6766666666666666,0.7,-0.023333333333333317,"           x2        y2 levels predict_levels str_levels str_predict_levels
600  0.028555  0.486990      1              1          1                  1
601  0.733235  0.080670      0              1          0                  1
602  0.087567  1.057506      1              0          1                  0
603  0.012381  0.658015      1              1          1                  1
604  0.090096  1.028100      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
695  0.324954  0.341322      1              1          1                  1
696  0.323840  0.346473      1              1          1                  1
697  0.085441  1.510753      0              0          0                  0
698  0.000188  1.148452      1              0          1                  0
699  0.456420  0.682183      0              0          0                  0

[100 rows x 6 columns]"
137,circles,0.2,1000,7,1000,0.6766666666666666,0.66,0.016666666666666607,"           x2        y2 levels predict_levels str_levels str_predict_levels
700  0.049341  1.410130      0              0          0                  0
701  0.590451  0.348149      0              0          0                  0
702  0.417519  0.045633      1              1          1                  1
703  0.324275  0.074227      1              1          1                  1
704  1.241745  0.000025      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
795  0.127480  0.735354      1              1          1                  1
796  0.035189  1.115363      1              0          1                  0
797  0.872105  0.468373      0              0          0                  0
798  0.252904  0.000028      1              1          1                  1
799  0.043934  0.295131      1              1          1                  1

[100 rows x 6 columns]"
138,circles,0.2,1000,8,1000,0.6844444444444444,0.59,0.09444444444444444,"           x2        y2 levels predict_levels str_levels str_predict_levels
800  0.131532  0.788712      0              1          0                  1
801  0.319399  0.614526      0              0          0                  0
802  0.296146  0.970664      0              0          0                  0
803  0.706284  0.979224      1              0          1                  0
804  1.679458  0.137091      0              0          0                  0
..        ...       ...    ...            ...        ...                ...
895  0.280420  0.483448      0              1          0                  1
896  0.069219  0.403410      0              1          0                  1
897  0.873187  0.160947      1              0          1                  0
898  0.127763  0.323708      0              1          0                  1
899  0.547709  1.212658      0              0          0                  0

[100 rows x 6 columns]"
139,circles,0.2,1000,9,1000,0.6833333333333333,0.68,0.0033333333333332993,"           x2        y2 levels predict_levels str_levels str_predict_levels
900  1.140498  0.561473      0              0          0                  0
901  0.237099  0.241094      1              1          1                  1
902  0.980482  0.008143      0              0          0                  0
903  0.988025  0.254948      0              0          0                  0
904  0.718373  0.016673      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
995  0.715203  0.029814      1              1          1                  1
996  0.057634  0.282037      1              1          1                  1
997  0.000318  0.627986      0              1          0                  1
998  0.866346  0.351633      1              0          1                  0
999  0.664727  0.001355      1              1          1                  1

[100 rows x 6 columns]"
140,circles,0.2,10000,0,1000,0.694,0.685,0.008999999999999897,"           x2        y2 levels predict_levels str_levels str_predict_levels
0    0.015105  1.011311      1              0          1                  0
1    0.958028  0.188646      1              0          1                  0
2    0.590913  1.178922      0              0          0                  0
3    0.896548  0.238381      0              0          0                  0
4    0.026163  0.384711      1              1          1                  1
..        ...       ...    ...            ...        ...                ...
995  0.715203  0.029814      1              1          1                  1
996  0.057634  0.282037      1              1          1                  1
997  0.000318  0.627986      0              1          0                  1
998  0.866346  0.351633      1              0          1                  0
999  0.664727  0.001355      1              1          1                  1

[1000 rows x 6 columns]"
141,circles,0.2,10000,1,1000,0.6927777777777778,0.694,-0.0012222222222221246,"            x2        y2 levels predict_levels str_levels str_predict_levels
1000  0.951297  0.062868      0              0          0                  0
1001  0.416609  0.242375      0              1          0                  1
1002  0.704774  1.055400      0              0          0                  0
1003  0.964108  0.196877      0              0          0                  0
1004  0.632839  0.153640      1              1          1                  1
...        ...       ...    ...            ...        ...                ...
1995  0.681552  0.299942      1              0          1                  0
1996  0.280201  0.662595      1              0          1                  0
1997  0.392702  0.024822      1              1          1                  1
1998  0.605169  0.001003      1              1          1                  1
1999  0.411556  0.577167      1              0          1                  0

[1000 rows x 6 columns]"
